,Unnamed: 0,name,year,score,voters_count,plot
2892,2892, Rabbit-Proof Fence,2002,7.4,30K,"In 1931, three half-white, half-Aboriginal girls escape after being plucked from their houses to be trained as domestic staff, and set off on a journey across the Outback."
2893,2893, Eddie and the Cruisers,1983,6.9,8.4K,"A television newswoman picks up the story of a 1960s rock band whose long-lost leader Eddie Wilson may still be alive, while searching for the missing tapes of the band's never-released album."
2894,2894, Piranha II: The Spawning,1982,3.8,9.9K,"A scuba diving instructor, her biochemist boyfriend, and her police chief ex-husband try to link a series of bizarre deaths to a mutant strain of piranha fish whose lair is a sunken freighter ship off a Caribbean island resort."
2895,2895, Mikey and Nicky,1976,7.4,7K,"Nicky is on the run from the mob, and he turns to old pal Mikey for help."
2896,2896, Exorcist II: The Heretic,1977,3.8,28K,"A teenage girl once possessed by a demon finds that it still lurks within her. Meanwhile, a priest investigates the death of the girl's exorcist."
2897,2897, Money Talks,1997,6.2,31K,"Sought by police and criminals, a small-time huckster makes a deal with a TV newsman for protection."
2898,2898, Almost Heroes,1998,5.7,18K,Two bumbling explorers hope to beat Lewis & Clarke to the Pacific Ocean as they race across America's western frontier in the early 1800's.
2899,2899, Nighthawks,1981,6.3,22K,"When one of Europe's most lethal terrorists shows up in New York, an elite undercover cop is assigned to take him down by any means necessary."
2900,2900, Circle of Friends,1995,6.6,9.2K,"Three women, who've been friends since childhood, meet at university in Dublin in 1957. Student and boyfriend life begins."
2901,2901, Secret Admirer,1985,6.5,8K,An anonymous love letter left in Michael Ryan's locker on the last day of school wreaks havoc on his life and the lives of everyone who come in contact with it.
2902,2902, Only Yesterday,1991,7.6,37K,A twenty-seven-year-old office worker travels to the countryside while reminiscing about her childhood in Tokyo.
2903,2903, Eyes of Laura Mars,1978,6.2,12K,A famous fashion photographer develops a disturbing ability to see through the eyes of a killer.
2904,2904, The Blind Swordsman: Zatoichi,2003,7.5,51K,"The blind masseur/swordsman comes to a town in control of warring gangs, and while bunking with a farming family, he meets two women with their own agenda."
2905,2905, Little Nemo: Adventures in Slumberland,1989,7.1,8.2K,"Each night, young Nemo goes to Slumberland and has adventures and befriends the king of Slumberland, Morpheus. But one night Nemo discovers Nightmare Land, and the evil nightmare king, throwing Slumberland and Nemo himself into danger."
2906,2906, Gold Diggers: The Secret of Bear Mountain,1995,6.0,5K,"A city girl teams up with a tomboy to solve the mystery of Bear Mountain, Molly Morgan, and the buried treasure as well as learn about true friendships."
2907,2907, Boys on the Side,1995,6.5,14K,"Robin shares a ride in her car with Jane from New York to Los Angeles. They stop at Jane's friend Holly's place in Pittsburgh and take her with them west, making a long stop in Tucson. The three very different women become close friends."
2908,2908, Testament,1983,6.9,7.2K,The life of a suburban American family is scarred after a nuclear attack.
2909,2909, A Walk on the Moon,1999,6.6,9.2K,The world of a young housewife is turned upside down when she has an affair with a free-spirited blouse salesman.
2910,2910, Pom Poko,1994,7.3,34K,A community of magical shape-shifting raccoon dogs struggle to prevent their forest home from being destroyed by urban development.
2911,2911, Mercury Rising,1998,6.1,77K,Shadowy elements in the NSA target a nine-year old autistic savant for death when he is able to decipher a top secret code.
2912,2912, Babe: Pig in the City,1998,5.8,35K,"Babe, fresh from his victory in the sheepherding contest, returns to Farmer Hoggett's farm, but after Farmer Hoggett is injured and unable to work, Babe has to go to the big city to save the farm."
2913,2913, Black Emanuelle,1975,4.5,1.7K,"While on assignment in Nairobi, a photojournalist questions her racial and sexual identity when she engages in affairs with her wealthy hosts."
2914,2914, Immortal Beloved,1994,7.4,26K,"The life and death of the legendary Ludwig van Beethoven. Besides all the work he is known for, the composer once wrote a famous love letter to a nameless beloved, and the movie tries to find out who this beloved was--not easy, as Beethoven has had many women in his life."
2915,2915, The Day Time Ended,1979,3.5,2K,"Aliens visit the solar-powered house of a middle-class family, and the house is suddenly sucked into a time warp that transports it back to prehistoric times."
2916,2916, I'm Gonna Git You Sucka,1988,6.6,15K,"In this parody of blaxploitation movies, a black hero wannabe reunites former black heroes from the 70s to help him get revenge on Mr. Big."
2917,2917, Another 48 Hrs.,1990,5.9,44K,"Jack Cates once again enlists the aid of ex-con Reggie Hammond - this time to take down The Iceman, a ruthless drug lord operating in the San Francisco bay area."
2918,2918, Death Wish 3,1985,5.8,17K,Architect/vigilante Paul Kersey arrives back in New York City and is forcibly recruited by a crooked police chief to fight street crime caused by a large gang terrorizing the neighborhoods.
2919,2919, The Cheerleaders,1973,5.4,1.5K,A group of cheerleaders from the local high school decide to show their school spirit for their football team by sleeping with the opponents the night before the game so that they can be so worn out the opposition won't be able to play.
2920,2920, Don Juan DeMarco,1994,6.7,53K,"A psychiatrist must cure a young patient who presents himself as Don Juan, the world's greatest lover."
2921,2921, The Relic,1997,5.8,30K,"A homicide detective and an anthropologist try to destroy a South American lizard-like god, who's on a people eating rampage in a Chicago museum."
2922,2922, They Call Me Trinity,1970,7.4,25K,"A lazy, unorthodox gunfighter and his portly, horse-thieving brother defend a Mormon settlement from a land-grabbing Major, a Mexican bandit, and their henchmen."
2923,2923, Halloween 4: The Return of Michael Myers,1988,5.8,58K,"Ten years after his original massacre, the invalid Michael Myers awakens on Halloween Eve and returns to Haddonfield to kill his seven-year-old niece. Can Dr. Loomis stop him?"
2924,2924, Alfie,2004,6.2,55K,A cockney womanizer learns the hard way about the dangers of his actions.
2925,2925, Rooster Cogburn,1975,6.8,13K,Marshal Rooster Cogburn unwillingly teams up with Eula Goodnight to track down her father's murderers.
2926,2926, Beautiful Thing,1996,7.6,26K,"Jamie is a shy teenager, often bullied at school. His neighbour Ste has a rough time at home, being beaten by his father and brother. This issues bring them together and they find that what they feel for each other is more than friendship."
2927,2927, The Big Bird Cage,1972,5.9,3K,Grier and Haig are thieving mercenaries who engineer a prison break from the outside.
2928,2928, Car Wash,1976,6.2,8.2K,"A comedic take on the daily life of car-wash employees, chronicling their hopes, fears, joys, dreams, and tribulations, and meeting some eccentric customers along the way."
2929,2929, Captain Corelli's Mandolin,2001,5.9,36K,"When a fisherman leaves to fight with the Greek army during World War II, his fiancée falls in love with the local Italian commander."
2930,2930, Poltergeist II: The Other Side,1986,5.7,30K,"The Freeling family have a new house, but their troubles with supernatural forces don't seem to be over."
2931,2931, A Night in the Life of Jimmy Reardon,1988,5.5,3.1K,"A charming womanizer must find a way to get $80 to elope to Hawaii with his one true love, or else go to his father's chosen business school."
2932,2932, Raise the Titanic,1980,5.1,5.4K,"Once they said God himself couldn't sink her. Then they said no man on Earth could reach her. But an underwater research agency, headed by Admiral James Sandecker, is assigned the job of finding the doomed ship in her North Atlantic grave."
2933,2933, The Delta Force,1986,5.6,22K,"After a plane is hijacked by terrorists, The Delta Force is sent in to resolve the crisis."
2934,2934, Myra Breckinridge,1970,4.5,3.4K,"After undergoing gender reassignment surgery, an aspiring actress travels to Hollywood, where she also wants to make a claim on her wealthy uncle's estate."
2935,2935, No Escape,1994,6.1,23K,A soldier convicted for murdering his commanding officer is dumped and left to die on a prison island inhabited by two camps of convicts.
2936,2936, Kiss of the Dragon,2001,6.6,66K,A betrayed intelligence officer enlists the aid of a prostitute to prove his innocence from a deadly conspiracy while returning a favor to her.
2937,2937, Midori,1992,6.4,3.6K,The story based off of the controversial manga by Suehiro Maruo takes place where a little orphaned girl joins a freak-show circus troupe whose members rape and abuse her. She then finds a glimmer of hope in the enigmatic magician who joins the group.
2938,2938, When a Stranger Calls,1979,6.4,14K,"A psychopathic killer terrorizes a babysitter, then returns seven years later to menace her again."
2939,2939, Spanking the Monkey,1994,6.3,6.7K,"A med student is forced by his traveling salesman dad to cancel a top summer internship and look after his hot mom, who's bedridden with a broken leg. Applying lotion to her legs arouses him."
2940,2940, Killer Workout,1987,4.7,2.7K,"Two years ago, a young woman named Valerie was burned after entering a tanning salon. Now, her twin sister, Rhonda, runs a local gym where, all of a sudden, people are being murdered."
